;hang_em_high_cl_031.mvar;Tombstones for Everybody.  4-16 players;;;1;;;;
;headlong_cl_031.mvar;While Section 14 monitors all harbor traffic during the day, at night it's one of the most notorious hangouts.  6-16 players;;;1;;;;
;damnation_cl_031.mvar;Covenant Hydro-Processing Center.  4-8 players;;;1;;;;
;beaver_creek_cl_031.mvar;These forgotten structures were once the site of many bitter battles but have since been reclaimed by nature.  2-8 players;;;1;;;;
;MINI DKH - R4's Duck Hunt.mvar; Made By R4M3N Noodles :D  Use with R4 Duck Hunt :D Up to 16p;;;0;;;;
;MINI PB - War March.mvar;Defend the city from Covenant invaders! Invasion gametype Purple Bunker. 2-12 players recommended.;;;0;;;;
;MINI Evade V2.mvar;Evade V2. Bootleg Trash compacter. Play with an trash compactor gametype (2-16 players);;;0;;;;
;MINI Crash-Up Canyon.mvar;Use with Darth Human's "Rent-a-Car" game type. Smash and crash until just one warthog remains to claim the hill! (2-16 players);;;0;;;;
;SLYR Unanchored 2v2.mvar;2v2 Map Variant with reduced power weapon ammo. V2;;;0;;;;
;MINI Cookies!!!.mvar;A maze to escape the Cookie Monster!!!! Made by Reconage, I2ewind iZ MIA, IX EXILE XI. Use infection GT Om Nom Nom;;;0;;;;
;OBJ Surfacing Hope 2.mvar;Traditional Invasion map. Use with default Invasion, 6v6 recommended, 8v8 supported.;;;0;;;;
;SLYR Zealot (SWAT).mvar;Vessels like the Ardent Prayer are a prelude to the devastation the Covenant fleet can unleash upon a planet.2-8 players;;;0;;;;
;MINI HALO - Gh3TTo's HALO.mvar;Use infection gametype HALO. (4-16 players);;;1;;;;
;MINI DKH - Swan Course.mvar;The hunt for swans begins on this randomly leveled structure. Use with Duck Hunt gametypes (infection);;;0;;;;
